sample_accession	experiment_accession	run_accession	sample_alias
SAMN11846972	SRX5977208	SRR9205948	af_0058_0077_c5
SAMN11846971	SRX5977207	SRR9205949	af_0058_0077_c4
SAMN11846970	SRX5977206	SRR9205950	af_0058_0077_c3
SAMN11846269	SRX5977205	SRR9205951	am_0006_0094_a3
SAMN11846268	SRX5977204	SRR9205952	am_0006_0094_a2
SAMN11846688	SRX5977203	SRR9205953	am_0025_0085_g5
SAMN11846974	SRX5977202	SRR9205954	af_0058_0077_d3
SAMN11846265	SRX5977201	SRR9205955	am_0003_0093_h9
SAMN11846264	SRX5977200	SRR9205956	am_0003_0093_h8
SAMN11846267	SRX5977199	SRR9205957	am_0006_0094_a1
SAMN11846266	SRX5977198	SRR9205958	am_0006_0094_a11
SAMN11846261	SRX5977197	SRR9205959	am_0003_0093_h10
SAMN11846260	SRX5977196	SRR9205960	am_0003_0093_g9
SAMN11846263	SRX5977195	SRR9205961	am_0003_0093_h6
SAMN11846262	SRX5977194	SRR9205962	am_0003_0093_h2
SAMN11846364	SRX5977193	SRR9205963	am_0014_0091_d4
SAMN11846365	SRX5977192	SRR9205964	am_0014_0091_d5
SAMN11846366	SRX5977191	SRR9205965	am_0014_0091_d7
SAMN11846367	SRX5977190	SRR9205966	am_0014_0091_d8
SAMN11846360	SRX5977189	SRR9205967	am_0014_0091_d11
SAMN11846361	SRX5977188	SRR9205968	am_0014_0091_d1
SAMN11846362	SRX5977187	SRR9205969	am_0014_0091_d2
SAMN11846363	SRX5977186	SRR9205970	am_0014_0091_d3
SAMN11846368	SRX5977185	SRR9205971	am_0014_0091_d9
SAMN11846369	SRX5977184	SRR9205972	am_0014_0091_e10
SAMN11846683	SRX5977183	SRR9205973	am_0025_0085_b5
SAMN11846682	SRX5977182	SRR9205974	am_0025_0085_b1
SAMN11846962	SRX5977181	SRR9205975	af_0058_0077_a3
SAMN11846281	SRX5977180	SRR9205976	am_0006_0094_b8
SAMN11846280	SRX5977179	SRR9205977	am_0006_0094_b7
SAMN11846984	SRX5977178	SRR9205978	af_0058_0077_f6
SAMN11846159	SRX5977177	SRR9205979	am_0001_0092_b5
SAMN11846158	SRX5977176	SRR9205980	am_0001_0092_b2
SAMN11846458	SRX5977175	SRR9205981	aa_0143_0055_b2
SAMN11846311	SRX5977174	SRR9205982	am_0006_0094_e8
SAMN11846151	SRX5977173	SRR9205983	am_0001_0092_a7
SAMN11846150	SRX5977172	SRR9205984	am_0001_0092_a6
SAMN11846153	SRX5977171	SRR9205985	am_0001_0092_a9
SAMN11846152	SRX5977170	SRR9205986	am_0001_0092_a8
SAMN11846155	SRX5977169	SRR9205987	am_0001_0092_b11
SAMN11846154	SRX5977168	SRR9205988	am_0001_0092_b10
SAMN11846157	SRX5977167	SRR9205989	am_0001_0092_b1
SAMN11846156	SRX5977166	SRR9205990	am_0001_0092_b12
SAMN11846340	SRX5977165	SRR9205991	am_0014_0091_a5
SAMN11846341	SRX5977164	SRR9205992	am_0014_0091_a9
SAMN11846055	SRX5977163	SRR9205993	am_0224_0086_c5
SAMN11846054	SRX5977162	SRR9205994	am_0224_0086_b6
SAMN11846057	SRX5977161	SRR9205995	am_0224_0086_d1
SAMN11846056	SRX5977160	SRR9205996	am_0224_0086_c6
SAMN11846051	SRX5977159	SRR9205997	am_0224_0086_a4
SAMN11846050	SRX5977158	SRR9205998	am_0224_0080_d9
SAMN11846053	SRX5977157	SRR9205999	am_0224_0086_b5
SAMN11846052	SRX5977156	SRR9206000	am_0224_0086_a5
SAMN11846059	SRX5977155	SRR9206001	am_0224_0086_d3
SAMN11846058	SRX5977154	SRR9206002	am_0224_0086_d2
SAMN11846599	SRX5977153	SRR9206003	ao_0067_0069_a4
SAMN11846598	SRX5977152	SRR9206004	ao_0067_0013_g2
SAMN11846801	SRX5977151	SRR9206005	cx_0004_0086_h10
SAMN11846798	SRX5977150	SRR9206006	cx_0004_0086_g10
SAMN11846591	SRX5977149	SRR9206007	am_0171_0088_g5
SAMN11846590	SRX5977148	SRR9206008	am_0171_0088_g1
SAMN11846593	SRX5977147	SRR9206009	am_0171_0090_a5
SAMN11846592	SRX5977146	SRR9206010	am_0171_0090_a4
SAMN11846595	SRX5977145	SRR9206011	am_0171_0090_f5
SAMN11846594	SRX5977144	SRR9206012	am_0171_0090_b5
SAMN11846597	SRX5977143	SRR9206013	ao_0067_0012_f4-BIS
SAMN11846596	SRX5977142	SRR9206014	ao_0067_0012_c1
SAMN11846630	SRX5977141	SRR9206015	af_0058_0066_d4
SAMN11846631	SRX5977140	SRR9206016	af_0058_0066_e4
SAMN11846632	SRX5977139	SRR9206017	af_0058_0067_b3
SAMN11846633	SRX5977138	SRR9206018	af_0058_0067_e2
SAMN11846634	SRX5977137	SRR9206019	af_0058_0071_a2-BIS
SAMN11846635	SRX5977136	SRR9206020	af_0058_0071_a2
SAMN11846636	SRX5977135	SRR9206021	af_0058_0071_e4-BIS
SAMN11846637	SRX5977134	SRR9206022	af_0058_0071_e4
SAMN11846638	SRX5977133	SRR9206023	af_0058_0071_f3
SAMN11846639	SRX5977132	SRR9206024	af_0058_0071_h3
SAMN11846791	SRX5977131	SRR9206025	cx_0004_0086_d12
SAMN11846790	SRX5977130	SRR9206026	cx_0004_0086_d11
SAMN11846797	SRX5977129	SRR9206027	cx_0004_0086_f9
SAMN11846703	SRX5977128	SRR9206028	am_0111_0084_c6
SAMN11846795	SRX5977127	SRR9206029	cx_0004_0086_e8
SAMN11846794	SRX5977126	SRR9206030	cx_0004_0086_e7
SAMN11846120	SRX5977125	SRR9206031	aa_0143_0061_g1
SAMN11846121	SRX5977124	SRR9206032	aa_0143_0061_g3-BIS
SAMN11846122	SRX5977123	SRR9206033	aa_0143_0061_g3
SAMN11846123	SRX5977122	SRR9206034	aa_0143_0061_g4-BIS
SAMN11846188	SRX5977121	SRR9206035	am_0001_0092_f7
SAMN11846189	SRX5977120	SRR9206036	am_0001_0092_f9
SAMN11846126	SRX5977119	SRR9206037	aa_0143_0061_h3-BIS
SAMN11846127	SRX5977118	SRR9206038	aa_0143_0061_h3
SAMN11846184	SRX5977117	SRR9206039	am_0001_0092_f12
SAMN11846185	SRX5977116	SRR9206040	am_0001_0092_f2
SAMN11846186	SRX5977115	SRR9206041	am_0001_0092_f3
SAMN11846187	SRX5977114	SRR9206042	am_0001_0092_f5
SAMN11846180	SRX5977113	SRR9206043	am_0001_0092_e5
SAMN11846181	SRX5977112	SRR9206044	am_0001_0092_e7
SAMN11846182	SRX5977111	SRR9206045	am_0001_0092_e8
SAMN11846183	SRX5977110	SRR9206046	am_0001_0092_f11
SAMN11846898	SRX5977109	SRR9206047	af_0058_0061_d5-BIS
SAMN11846478	SRX5977108	SRR9206048	bq_0049_0072_g3
SAMN11846671	SRX5977107	SRR9206049	am_0006_0094_h7
SAMN11846479	SRX5977106	SRR9206050	bq_0049_0072_g4
SAMN11846796	SRX5977105	SRR9206051	cx_0004_0086_f10
SAMN11846038	SRX5977104	SRR9206052	am_0171_0071_b10
SAMN11846039	SRX5977103	SRR9206053	am_0171_0071_c12
SAMN11846034	SRX5977102	SRR9206054	am_0014_0091_c7
SAMN11846035	SRX5977101	SRR9206055	am_0014_0091_e9
SAMN11846036	SRX5977100	SRR9206056	am_0171_0066_c8
SAMN11846037	SRX5977099	SRR9206057	am_0171_0066_e8
SAMN11846030	SRX5977098	SRR9206058	am_0014_0091_a10
SAMN11846031	SRX5977097	SRR9206059	am_0014_0091_a12
SAMN11846032	SRX5977096	SRR9206060	am_0014_0091_b12
SAMN11846033	SRX5977095	SRR9206061	am_0014_0091_b8
SAMN11846474	SRX5977094	SRR9206062	bq_0049_0072_e5
SAMN11846548	SRX5977093	SRR9206063	am_0171_0057_d12
SAMN11846549	SRX5977092	SRR9206064	am_0171_0057_d8
SAMN11846544	SRX5977091	SRR9206065	am_0171_0057_c8
SAMN11846545	SRX5977090	SRR9206066	am_0171_0057_c9
SAMN11846546	SRX5977089	SRR9206067	am_0171_0057_d10
SAMN11846547	SRX5977088	SRR9206068	am_0171_0057_d11
SAMN11846540	SRX5977087	SRR9206069	am_0171_0057_b8
SAMN11846541	SRX5977086	SRR9206070	am_0171_0057_b9
SAMN11846542	SRX5977085	SRR9206071	am_0171_0057_c11
SAMN11846543	SRX5977084	SRR9206072	am_0171_0057_c12
SAMN11846470	SRX5977083	SRR9206073	bq_0049_0072_d1
SAMN11846124	SRX5977082	SRR9206074	aa_0143_0061_g4
SAMN11846471	SRX5977081	SRR9206075	bq_0049_0072_d2
SAMN11846937	SRX5977080	SRR9206076	af_0058_0071_c1
SAMN11846936	SRX5977079	SRR9206077	af_0058_0071_b6
SAMN11846935	SRX5977078	SRR9206078	af_0058_0071_b5
SAMN11846934	SRX5977077	SRR9206079	af_0058_0071_b4
SAMN11846933	SRX5977076	SRR9206080	af_0058_0071_b3
SAMN11846932	SRX5977075	SRR9206081	af_0058_0071_b2
SAMN11846931	SRX5977074	SRR9206082	af_0058_0071_b1
SAMN11846930	SRX5977073	SRR9206083	af_0058_0071_a5
SAMN11846939	SRX5977072	SRR9206084	af_0058_0071_c3
SAMN11846809	SRX5977071	SRR9206085	am_0171_0057_a6
SAMN11846408	SRX5977070	SRR9206086	am_0171_0066_g10
SAMN11846409	SRX5977069	SRR9206087	am_0171_0066_g11
SAMN11846303	SRX5977068	SRR9206088	am_0006_0094_d8
SAMN11846302	SRX5977067	SRR9206089	am_0006_0094_d7
SAMN11846305	SRX5977066	SRR9206090	am_0006_0094_e12
SAMN11846304	SRX5977065	SRR9206091	am_0006_0094_d9
SAMN11846307	SRX5977064	SRR9206092	am_0006_0094_e2
SAMN11846306	SRX5977063	SRR9206093	am_0006_0094_e1
SAMN11846400	SRX5977062	SRR9206094	am_0014_0091_h7
SAMN11846401	SRX5977061	SRR9206095	am_0014_0091_h8
SAMN11846402	SRX5977060	SRR9206096	am_0014_0091_h9
SAMN11846403	SRX5977059	SRR9206097	am_0171_0066_a10
SAMN11846404	SRX5977058	SRR9206098	am_0171_0066_c10
SAMN11846405	SRX5977057	SRR9206099	am_0171_0066_d10
SAMN11846406	SRX5977056	SRR9206100	am_0171_0066_d12
SAMN11846407	SRX5977055	SRR9206101	am_0171_0066_f12
SAMN11846503	SRX5977054	SRR9206102	aa_0143_0055_f12
SAMN11846502	SRX5977053	SRR9206103	aa_0143_0055_f10
SAMN11846501	SRX5977052	SRR9206104	aa_0143_0055_e12
SAMN11846500	SRX5977051	SRR9206105	bq_0049_0032_e3
SAMN11846507	SRX5977050	SRR9206106	af_0058_0044_a6
SAMN11846506	SRX5977049	SRR9206107	af_0058_0006_d3
SAMN11846505	SRX5977048	SRR9206108	aa_0143_0055_h11
SAMN11846504	SRX5977047	SRR9206109	aa_0143_0055_g12
SAMN11846509	SRX5977046	SRR9206110	af_0058_0056_a12
SAMN11846508	SRX5977045	SRR9206111	af_0058_0044_f7
SAMN11846863	SRX5977044	SRR9206112	cx_0004_0086_b10
SAMN11846862	SRX5977043	SRR9206113	cx_0004_0086_a10
SAMN11846861	SRX5977042	SRR9206114	cx_0004_0077_h7
SAMN11846860	SRX5977041	SRR9206115	cx_0004_0024_h1
SAMN11846867	SRX5977040	SRR9206116	af_0058_0056_a6
SAMN11846866	SRX5977039	SRR9206117	af_0058_0056_a5
SAMN11846865	SRX5977038	SRR9206118	af_0058_0056_a4
SAMN11846864	SRX5977037	SRR9206119	af_0058_0056_a3
SAMN11846869	SRX5977036	SRR9206120	af_0058_0056_b5
SAMN11846868	SRX5977035	SRR9206121	af_0058_0056_b3
SAMN11846234	SRX5977034	SRR9206122	am_0003_0093_d6
SAMN11846235	SRX5977033	SRR9206123	am_0003_0093_d7
SAMN11846236	SRX5977032	SRR9206124	am_0003_0093_d8
SAMN11846237	SRX5977031	SRR9206125	am_0003_0093_d9
SAMN11846230	SRX5977030	SRR9206126	am_0003_0093_d1
SAMN11846231	SRX5977029	SRR9206127	am_0003_0093_d2
SAMN11846232	SRX5977028	SRR9206128	am_0003_0093_d4
SAMN11846233	SRX5977027	SRR9206129	am_0003_0093_d5
SAMN11847022	SRX5977026	SRR9206130	av_0103_0014_h4
SAMN11846238	SRX5977025	SRR9206131	am_0003_0093_e10
SAMN11846239	SRX5977024	SRR9206132	am_0003_0093_e1
SAMN11846318	SRX5977023	SRR9206133	am_0006_0094_f8
SAMN11846190	SRX5977022	SRR9206134	am_0001_0092_g10
SAMN11846759	SRX5977021	SRR9206135	ao_0067_0037_b3
SAMN11846758	SRX5977020	SRR9206136	ao_0067_0037_a3
SAMN11846757	SRX5977019	SRR9206137	ao_0067_0012_h3
SAMN11846756	SRX5977018	SRR9206138	ao_0067_0012_e9
SAMN11846755	SRX5977017	SRR9206139	ao_0067_0012_e12
SAMN11846754	SRX5977016	SRR9206140	ao_0067_0012_c6
SAMN11846753	SRX5977015	SRR9206141	ao_0067_0012_c10
SAMN11846752	SRX5977014	SRR9206142	ao_0067_0012_b9
SAMN11846751	SRX5977013	SRR9206143	ao_0067_0012_b7-BIS
SAMN11846750	SRX5977012	SRR9206144	ao_0067_0012_b11
SAMN11846916	SRX5977011	SRR9206145	af_0058_0066_e1
SAMN11846890	SRX5977010	SRR9206146	af_0058_0056_h1
SAMN11846914	SRX5977009	SRR9206147	af_0058_0066_d3
SAMN11846915	SRX5977008	SRR9206148	af_0058_0066_d5
SAMN11846912	SRX5977007	SRR9206149	af_0058_0066_d1
SAMN11846913	SRX5977006	SRR9206150	af_0058_0066_d2
SAMN11846910	SRX5977005	SRR9206151	af_0058_0066_c2
SAMN11846911	SRX5977004	SRR9206152	af_0058_0066_c3
SAMN11846199	SRX5977003	SRR9206153	am_0001_0092_h10
SAMN11846918	SRX5977002	SRR9206154	af_0058_0066_e3
SAMN11846919	SRX5977001	SRR9206155	af_0058_0066_f2
SAMN11846140	SRX5977000	SRR9206156	aa_0143_0065_g8
SAMN11846141	SRX5976999	SRR9206157	aa_0143_0065_g9
SAMN11846142	SRX5976998	SRR9206158	aa_0143_0061_h2-BIS
SAMN11846143	SRX5976997	SRR9206159	af_0058_0066_a5
SAMN11846144	SRX5976996	SRR9206160	am_0171_0078_e3
SAMN11846145	SRX5976995	SRR9206161	am_0001_0092_a10
SAMN11846146	SRX5976994	SRR9206162	am_0001_0092_a12
SAMN11846147	SRX5976993	SRR9206163	am_0001_0092_a2
SAMN11846148	SRX5976992	SRR9206164	am_0001_0092_a3
SAMN11846149	SRX5976991	SRR9206165	am_0001_0092_a5
SAMN11846321	SRX5976990	SRR9206166	am_0006_0094_g12
SAMN11846320	SRX5976989	SRR9206167	am_0006_0094_g10
SAMN11846327	SRX5976988	SRR9206168	am_0006_0094_g7
SAMN11846326	SRX5976987	SRR9206169	am_0006_0094_g6
SAMN11846325	SRX5976986	SRR9206170	am_0006_0094_g5
SAMN11846324	SRX5976985	SRR9206171	am_0006_0094_g4
SAMN11846580	SRX5976984	SRR9206172	am_0171_0068_f1
SAMN11846581	SRX5976983	SRR9206173	am_0171_0068_f2
SAMN11846582	SRX5976982	SRR9206174	am_0171_0068_f3
SAMN11846583	SRX5976981	SRR9206175	am_0171_0068_g1
SAMN11846584	SRX5976980	SRR9206176	am_0171_0068_h1
SAMN11846585	SRX5976979	SRR9206177	am_0171_0088_a8
SAMN11846586	SRX5976978	SRR9206178	am_0171_0088_d3
SAMN11846907	SRX5976977	SRR9206179	af_0058_0066_b4
SAMN11846906	SRX5976976	SRR9206180	af_0058_0066_b3
SAMN11846905	SRX5976975	SRR9206181	af_0058_0066_a4
SAMN11846904	SRX5976974	SRR9206182	af_0058_0066_a3
SAMN11846903	SRX5976973	SRR9206183	af_0058_0066_a1
SAMN11846902	SRX5976972	SRR9206184	af_0058_0061_h7
SAMN11846901	SRX5976971	SRR9206185	af_0058_0061_h6
SAMN11846900	SRX5976970	SRR9206186	af_0058_0061_f5
SAMN11847006	SRX5976969	SRR9206187	af_0058_0083_e5
SAMN11847007	SRX5976968	SRR9206188	af_0058_0083_f1
SAMN11847004	SRX5976967	SRR9206189	af_0058_0083_e3
SAMN11847005	SRX5976966	SRR9206190	af_0058_0083_e4
SAMN11847002	SRX5976965	SRR9206191	af_0058_0083_e1
SAMN11847003	SRX5976964	SRR9206192	af_0058_0083_e2
SAMN11846909	SRX5976963	SRR9206193	af_0058_0066_c1
SAMN11846908	SRX5976962	SRR9206194	af_0058_0066_b5
SAMN11846278	SRX5976961	SRR9206195	am_0006_0094_b4
SAMN11846279	SRX5976960	SRR9206196	am_0006_0094_b6
SAMN11846928	SRX5976959	SRR9206197	af_0058_0067_b6
SAMN11846270	SRX5976958	SRR9206198	am_0006_0094_a4
SAMN11846271	SRX5976957	SRR9206199	am_0006_0094_a5
SAMN11846272	SRX5976956	SRR9206200	am_0006_0094_a6
SAMN11846273	SRX5976955	SRR9206201	am_0006_0094_b11
SAMN11846274	SRX5976954	SRR9206202	am_0006_0094_b12
SAMN11846999	SRX5977617	SRR9206203	af_0058_0083_d1
SAMN11847023	SRX5977616	SRR9206204	bk_0021_0020_e3
SAMN11847024	SRX5977615	SRR9206205	bk_0021_0020_h3
SAMN11847025	SRX5977614	SRR9206206	bk_0021_0037_e7
SAMN11847026	SRX5977613	SRR9206207	bk_0021_0037_h7
SAMN11847027	SRX5977612	SRR9206208	bq_0049_0022_b1
SAMN11847028	SRX5977611	SRR9206209	bq_0049_0032_b1-BIS
SAMN11847029	SRX5977610	SRR9206210	bq_0049_0032_b1
SAMN11846317	SRX5977289	SRR9206211	am_0006_0094_f5
SAMN11846415	SRX5977609	SRR9206212	af_0058_0034_c11
SAMN11846414	SRX5977608	SRR9206213	aa_0143_0001_b4
SAMN11846417	SRX5977607	SRR9206214	aa_0143_0055_b4
SAMN11846416	SRX5977606	SRR9206215	aa_0143_0055_a4
SAMN11846411	SRX5977605	SRR9206216	am_0171_0066_h9
SAMN11846410	SRX5977604	SRR9206217	am_0171_0066_h10
SAMN11846413	SRX5977603	SRR9206218	bq_0049_0072_f4
SAMN11846412	SRX5977602	SRR9206219	aa_0143_0055_f1
SAMN11846891	SRX5977601	SRR9206220	af_0058_0056_h3
SAMN11846419	SRX5977600	SRR9206221	aa_0143_0055_c4
SAMN11846418	SRX5977599	SRR9206222	aa_0143_0055_c2
SAMN11846073	SRX5977598	SRR9206223	am_0224_0086_h4
SAMN11846072	SRX5977597	SRR9206224	am_0224_0086_h3
SAMN11846071	SRX5977596	SRR9206225	am_0224_0086_h2
SAMN11846070	SRX5977595	SRR9206226	am_0224_0086_g4
SAMN11846077	SRX5977594	SRR9206227	aa_0143_0061_a1-BIS
SAMN11846076	SRX5977593	SRR9206228	aa_0143_0055_h3
SAMN11846075	SRX5977592	SRR9206229	aa_0143_0055_b3
SAMN11846074	SRX5977591	SRR9206230	am_0224_0086_h5
SAMN11846079	SRX5977590	SRR9206231	aa_0143_0061_a2-BIS
SAMN11846078	SRX5977589	SRR9206232	aa_0143_0061_a1
SAMN11846613	SRX5977588	SRR9206233	bf_0095_0070_d5
SAMN11846612	SRX5977587	SRR9206234	bf_0095_0070_b4
SAMN11846611	SRX5977586	SRR9206235	bf_0095_0017_d9
SAMN11846610	SRX5977585	SRR9206236	bf_0095_0017_c12
SAMN11846617	SRX5977584	SRR9206237	bf_0095_0063_a3
SAMN11846616	SRX5977583	SRR9206238	bf_0095_0063_a1
SAMN11846615	SRX5977582	SRR9206239	bq_0049_0068_d8
SAMN11846614	SRX5977581	SRR9206240	bf_0095_0070_h5
SAMN11846652	SRX5977580	SRR9206241	af_0058_0083_g6
SAMN11846653	SRX5977579	SRR9206242	af_0058_0083_h3
SAMN11846619	SRX5977578	SRR9206243	aa_0143_0055_b8
SAMN11846618	SRX5977577	SRR9206244	aa_0143_0005_c5
SAMN11846656	SRX5977576	SRR9206245	am_0001_0092_d11
SAMN11846657	SRX5977575	SRR9206246	am_0003_0093_d12
SAMN11846654	SRX5977574	SRR9206247	af_0058_0083_h4
SAMN11846655	SRX5977573	SRR9206248	am_0001_0092_c10
SAMN11846775	SRX5977572	SRR9206249	bf_0095_0037_f4
SAMN11846774	SRX5977571	SRR9206250	bf_0095_0037_e4
SAMN11846777	SRX5977570	SRR9206251	bk_0021_0063_g9
SAMN11846776	SRX5977569	SRR9206252	bk_0021_0063_b10
SAMN11846771	SRX5977568	SRR9206253	bf_0095_0037_a4
SAMN11846770	SRX5977567	SRR9206254	bf_0095_0016_b1
SAMN11846773	SRX5977566	SRR9206255	bf_0095_0037_d4
SAMN11846772	SRX5977565	SRR9206256	bf_0095_0037_c4
SAMN11846779	SRX5977564	SRR9206257	bk_0021_0063_h9
SAMN11846778	SRX5977563	SRR9206258	bk_0021_0063_h10
SAMN11846206	SRX5977562	SRR9206259	am_0003_0093_a12
SAMN11846207	SRX5977561	SRR9206260	am_0003_0093_a1
SAMN11846204	SRX5977560	SRR9206261	am_0001_0092_h9
SAMN11846205	SRX5977559	SRR9206262	am_0003_0093_a10
SAMN11846202	SRX5977558	SRR9206263	am_0001_0092_h6
SAMN11846203	SRX5977557	SRR9206264	am_0001_0092_h8
SAMN11846200	SRX5977556	SRR9206265	am_0001_0092_h3
SAMN11846201	SRX5977555	SRR9206266	am_0001_0092_h5
SAMN11846977	SRX5977554	SRR9206267	af_0058_0077_d6
SAMN11846208	SRX5977553	SRR9206268	am_0003_0093_a2
SAMN11846209	SRX5977552	SRR9206269	am_0003_0093_a4
SAMN11846976	SRX5977551	SRR9206270	af_0058_0077_d5
SAMN11846948	SRX5977550	SRR9206271	af_0058_0071_e6
SAMN11846975	SRX5977549	SRR9206272	af_0058_0077_d4
SAMN11846949	SRX5977548	SRR9206273	af_0058_0071_f1
SAMN11846566	SRX5977547	SRR9206274	am_0171_0057_g9
SAMN11846567	SRX5977546	SRR9206275	am_0171_0057_h10
SAMN11846564	SRX5977545	SRR9206276	am_0171_0057_g12
SAMN11846565	SRX5977544	SRR9206277	am_0171_0057_g8
SAMN11846562	SRX5977543	SRR9206278	am_0171_0057_g10
SAMN11846563	SRX5977542	SRR9206279	am_0171_0057_g11
SAMN11846560	SRX5977541	SRR9206280	am_0171_0057_f7
SAMN11846561	SRX5977540	SRR9206281	am_0171_0057_f9
SAMN11846568	SRX5977539	SRR9206282	am_0171_0057_h11
SAMN11846569	SRX5977538	SRR9206283	am_0171_0057_h7
SAMN11846940	SRX5977537	SRR9206284	af_0058_0071_c4
SAMN11846941	SRX5977536	SRR9206285	af_0058_0071_c5
SAMN11846951	SRX5977535	SRR9206286	af_0058_0071_f4
SAMN11846950	SRX5977534	SRR9206287	af_0058_0071_f2
SAMN11846953	SRX5977533	SRR9206288	af_0058_0071_g1
SAMN11846952	SRX5977532	SRR9206289	af_0058_0071_f6
SAMN11846955	SRX5977531	SRR9206290	af_0058_0071_g3
SAMN11846954	SRX5977530	SRR9206291	af_0058_0071_g2
SAMN11846957	SRX5977529	SRR9206292	af_0058_0071_g5
SAMN11846459	SRX5977528	SRR9206293	aa_0143_0055_e2
SAMN11846959	SRX5977527	SRR9206294	af_0058_0071_h4
SAMN11846958	SRX5977526	SRR9206295	af_0058_0071_h1
SAMN11846382	SRX5977525	SRR9206296	am_0014_0091_f5
SAMN11846383	SRX5977524	SRR9206297	am_0014_0091_f6
SAMN11846380	SRX5977523	SRR9206298	am_0014_0091_f2
SAMN11846381	SRX5977522	SRR9206299	am_0014_0091_f3
SAMN11846386	SRX5977521	SRR9206300	am_0014_0091_f9
SAMN11846387	SRX5977520	SRR9206301	am_0014_0091_g10
SAMN11846384	SRX5977519	SRR9206302	am_0014_0091_f7
SAMN11846385	SRX5977518	SRR9206303	am_0014_0091_f8
SAMN11846485	SRX5977517	SRR9206304	aa_0143_0055_g10
SAMN11846484	SRX5977516	SRR9206305	aa_0143_0005_d10
SAMN11846388	SRX5977515	SRR9206306	am_0014_0091_g11
SAMN11846389	SRX5977514	SRR9206307	am_0014_0091_g12
SAMN11846481	SRX5977513	SRR9206308	bq_0049_0072_h6
SAMN11846480	SRX5977512	SRR9206309	bq_0049_0072_h4
SAMN11846483	SRX5977511	SRR9206310	bj_0095_0019_e5
SAMN11846482	SRX5977510	SRR9206311	bj_0095_0018_a1
SAMN11846985	SRX5977509	SRR9206312	af_0058_0077_g3
SAMN11846996	SRX5977508	SRR9206313	af_0058_0083_b5
SAMN11846296	SRX5977507	SRR9206314	am_0006_0094_d11
SAMN11846822	SRX5977506	SRR9206315	am_0171_0057_e4
SAMN11846823	SRX5977505	SRR9206316	am_0171_0057_e5
SAMN11846297	SRX5977504	SRR9206317	am_0006_0094_d12
SAMN11846821	SRX5977503	SRR9206318	am_0171_0057_e3
SAMN11846826	SRX5977502	SRR9206319	am_0171_0057_f4
SAMN11846827	SRX5977501	SRR9206320	am_0171_0057_g5
SAMN11846824	SRX5977500	SRR9206321	am_0171_0057_e6
SAMN11846825	SRX5977499	SRR9206322	am_0171_0057_f1
SAMN11846649	SRX5977498	SRR9206323	af_0058_0083_e6
SAMN11846844	SRX5977497	SRR9206324	af_0058_0044_g1
SAMN11846828	SRX5977496	SRR9206325	am_0171_0057_h1
SAMN11846829	SRX5977495	SRR9206326	am_0171_0057_h5
SAMN11846841	SRX5977494	SRR9206327	bq_0049_0037_b5
SAMN11846840	SRX5977493	SRR9206328	bq_0049_0032_f5
SAMN11846648	SRX5977492	SRR9206329	af_0058_0083_d6
SAMN11846842	SRX5977491	SRR9206330	af_0058_0044_b3
SAMN11846217	SRX5977490	SRR9206331	am_0003_0093_b1
SAMN11846216	SRX5977489	SRR9206332	am_0003_0093_b12
SAMN11846215	SRX5977488	SRR9206333	am_0003_0093_b10
SAMN11846214	SRX5977487	SRR9206334	am_0003_0093_a9
SAMN11846213	SRX5977486	SRR9206335	am_0003_0093_a8
SAMN11846212	SRX5977485	SRR9206336	am_0003_0093_a7
SAMN11846211	SRX5977484	SRR9206337	am_0003_0093_a6
SAMN11846210	SRX5977483	SRR9206338	am_0003_0093_a5
SAMN11846256	SRX5977482	SRR9206339	am_0003_0093_g1
SAMN11846257	SRX5977481	SRR9206340	am_0003_0093_g4
SAMN11846254	SRX5977480	SRR9206341	am_0003_0093_g10
SAMN11846255	SRX5977479	SRR9206342	am_0003_0093_g12
SAMN11846252	SRX5977478	SRR9206343	am_0003_0093_f8
SAMN11846253	SRX5977477	SRR9206344	am_0003_0093_f9
SAMN11846250	SRX5977476	SRR9206345	am_0003_0093_f5
SAMN11846251	SRX5977475	SRR9206346	am_0003_0093_f6
SAMN11846298	SRX5977474	SRR9206347	am_0006_0094_d1
SAMN11846299	SRX5977473	SRR9206348	am_0006_0094_d2
SAMN11846643	SRX5977472	SRR9206349	af_0058_0083_c3-BIS
SAMN11846956	SRX5977471	SRR9206350	af_0058_0071_g4
SAMN11846642	SRX5977470	SRR9206351	af_0058_0083_c2
SAMN11847015	SRX5977469	SRR9206352	af_0058_0083_g4
SAMN11846980	SRX5977468	SRR9206353	af_0058_0077_e6
SAMN11846739	SRX5977467	SRR9206354	am_0171_0078_f6
SAMN11846738	SRX5977466	SRR9206355	am_0171_0078_f5
SAMN11846731	SRX5977465	SRR9206356	am_0171_0071_h9
SAMN11846730	SRX5977464	SRR9206357	am_0171_0071_h8
SAMN11846733	SRX5977463	SRR9206358	am_0171_0078_a5
SAMN11846732	SRX5977462	SRR9206359	am_0171_0078_a3
SAMN11846735	SRX5977461	SRR9206360	am_0171_0078_d4
SAMN11846734	SRX5977460	SRR9206361	am_0171_0078_b4
SAMN11846737	SRX5977459	SRR9206362	am_0171_0078_f4
SAMN11846736	SRX5977458	SRR9206363	am_0171_0078_e5
SAMN11846168	SRX5977457	SRR9206364	am_0001_0092_c5
SAMN11846169	SRX5977456	SRR9206365	am_0001_0092_c9
SAMN11846162	SRX5977455	SRR9206366	am_0001_0092_b9
